Ward ID,Ward,Councillor,Journal Date,Vendor,Expense Type,Description,Account,Amount
11,St. Vital,Brian Mayes,03/24/2016 12:00:00 AM,Brian Mayes,CWA,CWA - Tax Prep-St Vital Senior'S,Ward Activities,$39.92
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,03/23/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,"CWA - Kiosk Purchase By Councillor Gerbasi, Invoice # 116020, Donation Of Items For Silent Auction Prize For The Churchill High School Alumni Convocation.",Contrib-Donations,$103.22
8,River Heights - Fort Garry,John Orlikow,03/22/2016 12:00:00 AM,City of Winnipeg - Journal Entry,Chairmanship,"Chairmanship - In Lieu Of Services/Work Done By The Executive Assistant For The Property And Development, Heritage And Downtown Development Chairmanship.",Casual Services,$1148.12
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,03/21/2016 12:00:00 AM,Council Of Women Of Winnipeg,CWA,CWA - Pcwm Cww High Tea Event,"Luncheons, Receptions & Events",$110.00
4,Daniel McIntyre,Cindy Gilroy,03/21/2016 12:00:00 AM,Cindy Gilroy,CWA,CWA - Budget Consultation,Ward Activities,$81.54
4,Daniel McIntyre,Cindy Gilroy,03/21/2016 12:00:00 AM,Cindy Gilroy,CWA,CWA - Community Meeting,Ward Activities,$26.96
4,Daniel McIntyre,Cindy Gilroy,03/21/2016 12:00:00 AM,Qrx Technology Group,CWA,CWA - Black & Tri-Color Ink,Stationery and Office Supplies,$86.69
4,Daniel McIntyre,Cindy Gilroy,03/21/2016 12:00:00 AM,Spence Neighbourhood Association,CWA,CWA - Sna Newsletter Ad Placement,Advertising,$100.00
1,Old Kildonan,Devi Sharma,03/21/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,"CWA - Water Bill Payment For Councillor Sharma Community Office, Account # 27524761692.",Water,$57.73
1,Old Kildonan,Devi Sharma,03/21/2016 12:00:00 AM,Protelec Alarms Ltd,CWA,CWA - Burglary,Office Equipment Maintenance,$285.12
2,Mynarski,Ross Eadie,03/21/2016 12:00:00 AM,Siloam Mission Inc,CWA,CWA - Annual Breakfast,"Luncheons, Receptions & Events",$100.00
2,Mynarski,Ross Eadie,03/21/2016 12:00:00 AM,The Point Community News Inc,CWA,CWA - Vol14 Issue 1-Feb/Mar 2016,Advertising,$50.00
2,Mynarski,Ross Eadie,03/21/2016 12:00:00 AM,West Kildonan Curling Club,CWA,CWA - 2016 Rink Side Advertising,Advertising,$150.00
2,Mynarski,Ross Eadie,03/21/2016 12:00:00 AM,Winnipeg International Children'S,CWA,CWA - Circus And Magic Camp,Ward Activities,$500.00
2,Mynarski,Ross Eadie,03/21/2016 12:00:00 AM,Winnipeg Jewish Review,CWA,CWA - Congratulating New Ceo,Advertising,$100.00
14,Elmwood - East Kildonan,Jason Schreyer,03/21/2016 12:00:00 AM,Canstar Community News Limited,CWA,CWA - Full Page Wrap,Advertising,$724.00
11,St. Vital,Brian Mayes,03/21/2016 12:00:00 AM,Council Of Women Of Winnipeg,CWA,CWA - Pcwm Cww High Tea Event,"Luncheons, Receptions & Events",$55.00
11,St. Vital,Brian Mayes,03/21/2016 12:00:00 AM,Heritage Winnipeg Corporation,CWA,CWA - Ticket-Spring2016 Fundraising,"Luncheons, Receptions & Events",$100.00
11,St. Vital,Brian Mayes,03/21/2016 12:00:00 AM,St Vital Agricultural Society,CWA,CWA - Full Page Ad-2016 Fair Book,Advertising,$75.00
10,South Winnipeg - St. Norbert,Janice Lukes,03/21/2016 12:00:00 AM,South Winnipeg Community Centre Inc,CWA,CWA - Ad-Winter Classic,Advertising,$300.00
10,South Winnipeg - St. Norbert,Janice Lukes,03/21/2016 12:00:00 AM,St Vital Agricultural Society,CWA,CWA - 1/2 Page Ad-2016 Fair Book,Advertising,$50.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,03/19/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1805.06
8,River Heights - Fort Garry,John Orlikow,03/19/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1881.93
4,Daniel McIntyre,Cindy Gilroy,03/19/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2146.90
5,St. James - Brooklands - Weston,Scott Gillingham,03/19/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1758.88
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,03/19/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1927.18
6,St. Charles,Shawn Dobson,03/19/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1963.39
3,Point Douglas,Mike Pagtakhan,03/19/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2046.42
1,Old Kildonan,Devi Sharma,03/19/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1313.58
2,Mynarski,Ross Eadie,03/19/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1812.35
15,North Kildonan,Jeff Browaty,03/19/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1801.41
14,Elmwood - East Kildonan,Jason Schreyer,03/19/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2204.16
13,Transcona,Russ Wyatt,03/19/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1693.97
12,St. Boniface,Matt Allard,03/19/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2288.11
11,St. Vital,Brian Mayes,03/19/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2026.29
10,South Winnipeg - St. Norbert,Janice Lukes,03/19/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2521.71
8,River Heights - Fort Garry,John Orlikow,03/17/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Postage - Unaddressed Neighbourhood Mail - Councillor Orlikow And Public Works - Arlington Brdige Study,Postage,$501.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,03/17/2016 12:00:00 AM,Contempra Signs Ltd,CWA,CWA - -Signage,"Printing,Binding,Photocopying",$356.40
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,03/16/2016 12:00:00 AM,Heritage Winnipeg Corporation,CWA,CWA - Annual Org Membership Renewal,Membership Fees,$30.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,03/16/2016 12:00:00 AM,Heritage Winnipeg Corporation,CWA,CWA - Spring 2016 Fundraising Ticket,"Luncheons, Receptions & Events",$100.00
13,Transcona,Russ Wyatt,03/16/2016 12:00:00 AM,Rotary Club Of Winnipeg,CWA,CWA - Malt & Barley Festival,"Luncheons, Receptions & Events",$160.00
6,St. Charles,Shawn Dobson,03/15/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,"CWA - Departmental Recoveries - Interdepartmental, Departmental And Interfund Recoveries","Printing,Binding,Photocopying",$82.00
2,Mynarski,Ross Eadie,03/15/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,"CWA - Departmental Recoveries - Interdepartmental, Departmental And Interfund Recoveries","Printing,Binding,Photocopying",$382.72
14,Elmwood - East Kildonan,Jason Schreyer,03/15/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,"CWA - Departmental Recoveries - Interdepartmental, Departmental And Interfund Recoveries","Printing,Binding,Photocopying",$58.65
13,Transcona,Russ Wyatt,03/15/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,"CWA - Departmental Recoveries - Interdepartmental, Departmental And Interfund Recoveries","Printing,Binding,Photocopying",$284.70
11,St. Vital,Brian Mayes,03/15/2016 12:00:00 AM,Christa Ragoonath,CWA,CWA - Budget Town Hall Meeting,"Luncheons, Receptions & Events",$22.94
11,St. Vital,Brian Mayes,03/15/2016 12:00:00 AM,Christa Ragoonath,CWA,CWA - Tax Prep-St Vital Seniors,"Luncheons, Receptions & Events",$15.10
4,Daniel McIntyre,Cindy Gilroy,03/14/2016 12:00:00 AM,The Leaf Inc,CWA,"CWA - Jan,Feb & Mar Issues",Advertising,$144.00
6,St. Charles,Shawn Dobson,03/14/2016 12:00:00 AM,The Assiniboia Chamber Of Commerce,CWA,CWA - Monthly Luncheon-March,"Luncheons, Receptions & Events",$33.33
3,Point Douglas,Mike Pagtakhan,03/14/2016 12:00:00 AM,Rene'S Courier,CWA,CWA - Courier Service,Freight and Messenger Services,$15.00
3,Point Douglas,Mike Pagtakhan,03/14/2016 12:00:00 AM,World Chinese Business Post,CWA,CWA - Page 3 March/2016,Advertising,$60.00
1,Old Kildonan,Devi Sharma,03/14/2016 12:00:00 AM,Rene'S Courier,CWA,CWA - Courier Service,Freight and Messenger Services,$4.50
13,Transcona,Russ Wyatt,03/14/2016 12:00:00 AM,Rene'S Courier,CWA,CWA - Courier Service,Freight and Messenger Services,$51.50
13,Transcona,Russ Wyatt,03/14/2016 12:00:00 AM,Transcona Biz,CWA,CWA - March Issue-Biz Bullet Ad,Advertising,$254.00
15,North Kildonan,Jeff Browaty,03/11/2016 12:00:00 AM,Jeff Browaty,CWA,CWA - Canstar Community News,Advertising,$1448.00
15,North Kildonan,Jeff Browaty,03/11/2016 12:00:00 AM,Jeff Browaty,CWA,CWA - City Infrastructure Discussion - Burrito Del Rio,Business Meetings,$41.15
15,North Kildonan,Jeff Browaty,03/11/2016 12:00:00 AM,Jeff Browaty,CWA,CWA - Email Newsletter Service,Periodicals and Subscriptions,$514.03
15,North Kildonan,Jeff Browaty,03/11/2016 12:00:00 AM,Jeff Browaty,CWA,CWA - Organic Waste Discussion - Amici & Bombolini,Business Meetings,$47.15
15,North Kildonan,Jeff Browaty,03/11/2016 12:00:00 AM,Jeff Browaty,CWA,CWA - Travel Phone Plan,Telephone,$37.37
15,North Kildonan,Jeff Browaty,03/11/2016 12:00:00 AM,Jeff Browaty,Chairmanship,Chairmanship - Blueline Taxi-Manning Conf.,Conferences Involving Travel,$36.74
15,North Kildonan,Jeff Browaty,03/11/2016 12:00:00 AM,Jeff Browaty,Chairmanship,Chairmanship - Westin Hotel-Manning Conf.,Conferences Involving Travel,$418.26
6,St. Charles,Shawn Dobson,03/10/2016 12:00:00 AM,Local Investment Toward Employment,CWA,CWA - Lite Up The Night Casino Royal,"Luncheons, Receptions & Events",$50.00
3,Point Douglas,Mike Pagtakhan,03/10/2016 12:00:00 AM,Pinays Mb Inc,CWA,CWA - Recog Luncheon-I W Day,"Luncheons, Receptions & Events",$100.00
3,Point Douglas,Mike Pagtakhan,03/10/2016 12:00:00 AM,Karen Kornelsen,Chairmanship,Chairmanship - Mb Soccer Assoc Annual Awards,Non-Professional Services,$52.50
13,Transcona,Russ Wyatt,03/10/2016 12:00:00 AM,Concordia Foundation,CWA,CWA - 33rd Annual Gifts Of Hlth Gala,"Luncheons, Receptions & Events",$250.00
11,St. Vital,Brian Mayes,03/10/2016 12:00:00 AM,Canstar Community News Limited,CWA,CWA - Marc 02-The Lance,Advertising,$463.68
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,03/09/2016 12:00:00 AM,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Assistants-Apr 2016,Casual Services,$92.95
8,River Heights - Fort Garry,John Orlikow,03/09/2016 12:00:00 AM,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Assistants-Apr 2016,Casual Services,$232.38
4,Daniel McIntyre,Cindy Gilroy,03/09/2016 12:00:00 AM,Cindy Gilroy,CWA,CWA - Community Event,Ward Activities,$9.56
4,Daniel McIntyre,Cindy Gilroy,03/09/2016 12:00:00 AM,Cindy Gilroy,CWA,CWA - Functional Transit Committee,Business Meetings,$17.63
4,Daniel McIntyre,Cindy Gilroy,03/09/2016 12:00:00 AM,Daniel Mcintyre St Matthews,CWA,CWA - Issue 18-Page 11,Advertising,$100.00
4,Daniel McIntyre,Cindy Gilroy,03/09/2016 12:00:00 AM,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Assistants-Apr 2016,Casual Services,$233.42
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,03/09/2016 12:00:00 AM,Benchmark Advertising Ltd,CWA,CWA - Rental-Benches,Advertising,$150.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,03/09/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Postage - Standard Permit Mail,Postage,$5.12
6,St. Charles,Shawn Dobson,03/09/2016 12:00:00 AM,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Assistants-Apr 2016,Casual Services,$232.12
3,Point Douglas,Mike Pagtakhan,03/09/2016 12:00:00 AM,Benchmark Advertising Ltd,CWA,CWA - Rental-Benches,Advertising,$145.00
3,Point Douglas,Mike Pagtakhan,03/09/2016 12:00:00 AM,Immaculate Heart Of Mary School,CWA,CWA - Annual Fundraising Dinner,Contrib-Donations,$600.00
3,Point Douglas,Mike Pagtakhan,03/09/2016 12:00:00 AM,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Assistants-Apr 2016,Casual Services,$231.86
3,Point Douglas,Mike Pagtakhan,03/09/2016 12:00:00 AM,Theatre By The River,Chairmanship,Chairmanship - Half Page-Wine & Words 2016,Advertising,$300.00
1,Old Kildonan,Devi Sharma,03/09/2016 12:00:00 AM,Manitoba Hydro,CWA,CWA - City Tax,"Heat-Gas,Oil,Steam & Electric",$4.74
1,Old Kildonan,Devi Sharma,03/09/2016 12:00:00 AM,Manitoba Hydro,CWA,CWA - Electricity & Natural Gas,"Heat-Gas,Oil,Steam & Electric",$179.90
1,Old Kildonan,Devi Sharma,03/09/2016 12:00:00 AM,Mat Master,CWA,CWA - Delivery Charge,Non-Professional Services,$7.56
1,Old Kildonan,Devi Sharma,03/09/2016 12:00:00 AM,Winnipeg Free Press,CWA,CWA - 6 Day-52 Week,Periodicals and Subscriptions,$358.03
2,Mynarski,Ross Eadie,03/09/2016 12:00:00 AM,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Assistants-Apr 2016,Casual Services,$231.60
15,North Kildonan,Jeff Browaty,03/09/2016 12:00:00 AM,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Assistants-Apr 2016,Casual Services,$93.21
14,Elmwood - East Kildonan,Jason Schreyer,03/09/2016 12:00:00 AM,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Assistants-Apr 2016,Casual Services,$225.25
12,St. Boniface,Matt Allard,03/09/2016 12:00:00 AM,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Assistants-Apr 2016,Casual Services,$90.61
11,St. Vital,Brian Mayes,03/09/2016 12:00:00 AM,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Assistants-Apr 2016,Casual Services,$94.50
10,South Winnipeg - St. Norbert,Janice Lukes,03/09/2016 12:00:00 AM,Manitoba Blue Cross,CWA,CWA - Cllrs Exec Assistants-Apr 2016,Casual Services,$235.50
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,03/07/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Kiosk Invoice #116016 - Councillor Gerbasi Purchase For Cancer Care Wish Foundation Fundraisier,Contrib-Donations,$97.20
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,03/07/2016 12:00:00 AM,Osborne Village Biz,CWA,CWA - Osborne Village Winter Classic,Advertising,$500.00
4,Daniel McIntyre,Cindy Gilroy,03/07/2016 12:00:00 AM,Pilipino Express News Magazine,CWA,CWA - Full Colour Bus Card Sized Ad,Advertising,$66.00
1,Old Kildonan,Devi Sharma,03/07/2016 12:00:00 AM,Brooke-Lynn Boomhour,CWA,CWA - Constituent Case Work,Non-Professional Services,$440.00
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,03/05/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1971.65
8,River Heights - Fort Garry,John Orlikow,03/05/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1849.93
4,Daniel McIntyre,Cindy Gilroy,03/05/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2146.01
5,St. James - Brooklands - Weston,Scott Gillingham,03/05/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1758.89
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,03/05/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1926.29
6,St. Charles,Shawn Dobson,03/05/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1962.51
3,Point Douglas,Mike Pagtakhan,03/05/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2046.43
1,Old Kildonan,Devi Sharma,03/05/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1313.59
2,Mynarski,Ross Eadie,03/05/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1811.47
15,North Kildonan,Jeff Browaty,03/05/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1801.41
14,Elmwood - East Kildonan,Jason Schreyer,03/05/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2203.28
13,Transcona,Russ Wyatt,03/05/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$1694.00
12,St. Boniface,Matt Allard,03/05/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2467.95
11,St. Vital,Brian Mayes,03/05/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2026.30
10,South Winnipeg - St. Norbert,Janice Lukes,03/05/2016 12:00:00 AM,Councillor's Executive Assistant,CWA,CWA - Executive Assistant Salary & Benefits,Casual Services,$2520.83
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,03/04/2016 12:00:00 AM,Fort Rouge Curling Club Inc,CWA,CWA - Senior Provincials,Advertising,$100.00
1,Old Kildonan,Devi Sharma,03/04/2016 12:00:00 AM,Fernoc Group Ltd,CWA,CWA - Office Rental Space-March,Rentals,$1278.31
10,South Winnipeg - St. Norbert,Janice Lukes,03/04/2016 12:00:00 AM,Janice Lukes,CWA,CWA - Community By-Law Meeting,Business Meetings,$38.98
10,South Winnipeg - St. Norbert,Janice Lukes,03/04/2016 12:00:00 AM,Janice Lukes,CWA,CWA - Downtown Development Meeting,Business Meetings,$27.87
10,South Winnipeg - St. Norbert,Janice Lukes,03/04/2016 12:00:00 AM,Janice Lukes,CWA,CWA - Pmcr Convention,Parking Meter/Voucher,$11.43
10,South Winnipeg - St. Norbert,Janice Lukes,03/04/2016 12:00:00 AM,Janice Lukes,CWA,CWA - Public Works Meeting,Unicity Taxi,$19.05
10,South Winnipeg - St. Norbert,Janice Lukes,03/04/2016 12:00:00 AM,Janice Lukes,CWA,CWA - Transit Discussion,Parking Meter/Voucher,$3.81
10,South Winnipeg - St. Norbert,Janice Lukes,03/04/2016 12:00:00 AM,Janice Lukes,CWA,CWA - Ward Issues Meeting,Business Meetings,$57.25
4,Daniel McIntyre,Cindy Gilroy,03/03/2016 12:00:00 AM,Canadian Centre For Policy Alternatives,CWA,CWA - An Evening With Naomi Klein,"Luncheons, Receptions & Events",$60.00
6,St. Charles,Shawn Dobson,03/03/2016 12:00:00 AM,Fred Douglas Society,CWA,CWA - Luncheon Ticket,"Luncheons, Receptions & Events",$50.00
13,Transcona,Russ Wyatt,03/03/2016 12:00:00 AM,Bond Printing Ltd,CWA,CWA - Transcona Views,Advertising,$212.00
12,St. Boniface,Matt Allard,03/03/2016 12:00:00 AM,Fido Solutions Inc,CWA,CWA - Cell Phone-Cllr Allard'S Assis,Telephone,$59.40
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,03/02/2016 12:00:00 AM,Echo Theatre,CWA,CWA - A Strange Pair-Dalnavert Museu,Advertising,$100.00
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,03/02/2016 12:00:00 AM,Martin Morantz,CWA,CWA - State Of The City Luncheon,Unicity Taxi,$9.52
3,Point Douglas,Mike Pagtakhan,03/02/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,"CWA - Departmental Recoveries - Interdepartmental, Departmental And Interfund Recoveries","Printing,Binding,Photocopying",$52.16
3,Point Douglas,Mike Pagtakhan,03/02/2016 12:00:00 AM,Louis Riel School Division,CWA,CWA - 2016 Gala Dinner-Dakota Coll,"Luncheons, Receptions & Events",$500.00
1,Old Kildonan,Devi Sharma,03/02/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,"CWA - Departmental Recoveries - Interdepartmental, Departmental And Interfund Recoveries","Printing,Binding,Photocopying",$17.50
14,Elmwood - East Kildonan,Jason Schreyer,03/02/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,"CWA - Departmental Recoveries - Interdepartmental, Departmental And Interfund Recoveries","Printing,Binding,Photocopying",$18.00
11,St. Vital,Brian Mayes,03/02/2016 12:00:00 AM,Brian Mayes,CWA,CWA - Hindu Seniors Dinner,Unicity Taxi,$8.10
11,St. Vital,Brian Mayes,03/02/2016 12:00:00 AM,Brian Mayes,CWA,CWA - Mayors State Of The City,Parking Meter/Voucher,$8.81
11,St. Vital,Brian Mayes,03/02/2016 12:00:00 AM,Brian Mayes,CWA,CWA - St Vital Residents Meeting,Ward Activities,$22.94
11,St. Vital,Brian Mayes,03/02/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,"CWA - Departmental Recoveries - Interdepartmental, Departmental And Interfund Recoveries","Printing,Binding,Photocopying",$643.93
11,St. Vital,Brian Mayes,03/02/2016 12:00:00 AM,Brian Mayes,Carryover Chairmanship,Carryover Chairmanship - Airfare-Conf-Salt Lake City,Conferences Involving Travel,$473.77
10,South Winnipeg - St. Norbert,Janice Lukes,03/02/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,"CWA - Departmental Recoveries - Interdepartmental, Departmental And Interfund Recoveries","Printing,Binding,Photocopying",$46.41
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,03/01/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",$2.68
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,03/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$27.06
9,Fort Rouge - East Fort Garry,Jenny Gerbasi,03/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$182.68
8,River Heights - Fort Garry,John Orlikow,03/01/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",$2.24
8,River Heights - Fort Garry,John Orlikow,03/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$27.06
8,River Heights - Fort Garry,John Orlikow,03/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$182.83
4,Daniel McIntyre,Cindy Gilroy,03/01/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",$1.57
4,Daniel McIntyre,Cindy Gilroy,03/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$54.12
4,Daniel McIntyre,Cindy Gilroy,03/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$59.15
5,St. James - Brooklands - Weston,Scott Gillingham,03/01/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",$67.80
5,St. James - Brooklands - Weston,Scott Gillingham,03/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$54.12
5,St. James - Brooklands - Weston,Scott Gillingham,03/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$113.40
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,03/01/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",$50.57
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,03/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$54.12
7,Charleswood - Tuxedo - Whyte Ridge,Marty Morantz,03/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$-22.97
6,St. Charles,Shawn Dobson,03/01/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",$121.34
6,St. Charles,Shawn Dobson,03/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$54.12
6,St. Charles,Shawn Dobson,03/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$116.64
3,Point Douglas,Mike Pagtakhan,03/01/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",$0.05
3,Point Douglas,Mike Pagtakhan,03/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$27.06
3,Point Douglas,Mike Pagtakhan,03/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$277.17
1,Old Kildonan,Devi Sharma,03/01/2016 12:00:00 AM,MTS Communications,CWA,CWA - MTS Account,Telephone,$243.51
1,Old Kildonan,Devi Sharma,03/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$152.49
2,Mynarski,Ross Eadie,03/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$27.06
2,Mynarski,Ross Eadie,03/01/2016 12:00:00 AM,MTS Communications,CWA,CWA - MTS Account,Telephone,$29.34
2,Mynarski,Ross Eadie,03/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$115.67
15,North Kildonan,Jeff Browaty,03/01/2016 12:00:00 AM,City of Winnipeg - Journal Entry,CWA,CWA - Cof-Gl-I-109-Ixr-Xerox,"Printing,Binding,Photocopying",$0.02
15,North Kildonan,Jeff Browaty,03/01/2016 12:00:00 AM,Flexity,CWA,CWA - Cof-Gl-I-109-Flx,Telephone,$27.06
15,North Kildonan,Jeff Browaty,03/01/2016 12:00:00 AM,MTS Mobility,CWA,CWA - MTS Account,Telephone,$86.29
